0.61028,-0.036892,0.79874,-0.00034537,0.66583,-0.3128,0.551,-0.49387
0.6316,-0.044393,0.80696,0.026073,0.6692,-0.31403,0.56432,-0.51607
0.6348,-0.04427,0.80044,0.048114,0.6602,-0.30953,0.56653,-0.52729
0.61871,-0.031982,0.78287,0.064105,0.64164,-0.30067,0.55991,-0.52938
0.58327,-0.0037053,0.75822,0.073218,0.61655,-0.28888,0.54718,-0.52489
0.53005,0.04245,0.7304,0.075478,0.58794,-0.27559,0.53115,-0.51657
0.46246,0.10578,0.70282,0.07167,0.5586,-0.26208,0.51438,-0.50698
0.3854,0.18298,0.67819,0.063155,0.53092,-0.24944,0.49897,-0.49823
0.30474,0.26873,0.65836,0.051633,0.50676,-0.23851,0.48643,-0.49177
0.22647,0.35658,0.64429,0.038885,0.48735,-0.22983,0.4776,-0.48837
0.15604,0.4399,0.63611,0.026538,0.47327,-0.22363,0.47275,-0.48813
0.097984,0.51243,0.63313,0.01586,0.46445,-0.21986,0.47181,-0.49043
0.055973,0.56838,0.63392,0.0076148,0.46019,-0.21825,0.47479,-0.4938
0.032864,0.60251,0.63641,0.002008,0.45929,-0.21833,0.48208,-0.49594
0.030443,0.61078,0.63824,-0.0012377,0.46024,-0.21953,0.49433,-0.49415
0.048928,0.59126,0.63728,-0.0027197,0.4615,-0.22127,0.51212,-0.48605
0.086622,0.54489,0.632,-0.0031669,0.46182,-0.22304,0.5355,-0.47017
0.13994,0.47553,0.62176,-0.0032723,0.46034,-0.22445,0.56381,-0.44629
0.2038,0.38953,0.60683,-0.0035774,0.45671,-0.22524,0.59568,-0.41549
0.27231,0.29479,0.58824,-0.0044144,0.45103,-0.22531,0.62917,-0.37989
0.33952,0.19964,0.56756,-0.005902,0.44377,-0.22468,0.6621,-0.34227
0.40017,0.11177,0.54658,-0.0079658,0.43563,-0.22349,0.69234,-0.30559
0.45025,0.037412,0.52699,-0.010332,0.42736,-0.2219,0.7181,-0.27253
0.48734,-0.019167,0.51015,-0.012482,0.41963,-0.22011,0.73817,-0.24514
0.51068,-0.055801,0.49684,-0.013664,0.41286,-0.2183,0.75202,-0.22463
0.52105,-0.072405,0.4873,-0.013028,0.40721,-0.21656,0.75975,-0.2113
0.52041,-0.070777,0.48127,-0.0098556,0.40264,-0.21497,0.76206,-0.20465
0.51152,-0.054213,0.47814,-0.0037593,0.399,-0.21357,0.76005,-0.20358
0.49745,-0.026991,0.47713,0.0052079,0.39605,-0.21236,0.75504,-0.20662
0.48121,0.0062176,0.47744,0.016558,0.39359,-0.21135,0.74838,-0.21219
0.46537,0.040907,0.47831,0.029461,0.39143,-0.21053,0.74134,-0.21879
0.4519,0.073212,0.47919,0.042892,0.38949,-0.20988,0.7349,-0.22517
0.44204,0.10023,0.47967,0.055795,0.38771,-0.20938,0.72978,-0.23041
0.43628,0.1202,0.47957,0.067228,0.38609,-0.20904,0.72636,-0.23399
0.43438,0.13249,0.47878,0.076437,0.38468,-0.20893,0.7247,-0.23578
0.43536,0.13748,0.4772,0.082858,0.38358,-0.2093,0.72461,-0.23606
0.43759,0.13635,0.47463,0.086101,0.38293,-0.21066,0.72569,-0.23544
0.43914,0.1308,0.4708,0.085983,0.38289,-0.21366,0.7274,-0.23477
0.43817,0.1227,0.46546,0.082576,0.38356,-0.21887,0.72923,-0.23487
0.43337,0.11386,0.45855,0.076245,0.385,-0.22659,0.73072,-0.23639
0.42418,0.10576,0.45021,0.067625,0.38714,-0.23676,0.73155,-0.23967
0.41085,0.099458,0.44081,0.057542,0.38984,-0.24892,0.73157,-0.24468
0.39432,0.095551,0.43091,0.046916,0.39289,-0.26229,0.73079,-0.25111
0.37599,0.094166,0.42115,0.036641,0.39603,-0.27592,0.72933,-0.25844
0.35751,0.095064,0.41213,0.027485,0.39904,-0.28882,0.72738,-0.26604
0.34056,0.097732,0.40438,0.019987,0.4019,-0.30004,0.72505,-0.27347
0.32676,0.10151,0.3983,0.014387,0.40509,-0.30864,0.72215,-0.28083
0.31762,0.10569,0.39415,0.010609,0.4097,-0.31375,0.71811,-0.28895
0.31426,0.10963,0.39204,0.0083149,0.41721,-0.31462,0.71219,-0.29934
0.31729,0.11281,0.39188,0.0070259,0.42902,-0.31085,0.70382,-0.31373
0.32658,0.11493,0.39341,0.0062387,0.44598,-0.3025,0.69284,-0.33351
0.34128,0.11584,0.39625,0.0055224,0.4681,-0.29017,0.67964,-0.3593
0.35995,0.11562,0.39994,0.0045757,0.4945,-0.2749,0.66501,-0.39069
0.38078,0.11445,0.40397,0.0032477,0.52362,-0.25802,0.65002,-0.42627
0.40183,0.11262,0.40789,0.0015272,0.55342,-0.24098,0.6358,-0.46393
0.42133,0.11046,0.41134,-0.00048836,0.58179,-0.22515,0.62338,-0.50115
0.43786,0.10827,0.41405,-0.0026345,0.60682,-0.21157,0.61352,-0.53546
0.45037,0.10635,0.41585,-0.0047224,0.62703,-0.20063,0.60673,-0.56473
0.45817,0.10495,0.41661,-0.0065767,0.64145,-0.19151,0.60337,-0.58742
0.46084,0.10433,0.41618,-0.0080611,0.64964,-0.18207,0.60369,-0.60266
0.45822,0.10469,0.41444,-0.0090931,0.65168,-0.16922,0.60782,-0.61032
0.4505,0.10618,0.41132,-0.0096465,0.64814,-0.14996,0.6157,-0.61093
0.43833,0.10878,0.4069,-0.0097467,0.64005,-0.12219,0.62693,-0.60563
